"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","ModeWithoutHardLink","VersionInfo","BaseName","Target","LinkType","Length","DirectoryName","Directory","IsReadOnly","FullName","Extension","Name","Exists","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","LinkTarget","Attributes"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64091\64091-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64091","64091-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64091\64091-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64091-2",,,"308391","D:\BID\InServer\64091","D:\BID\InServer\64091","False","D:\BID\InServer\64091\64091-2.jpg",".jpg","64091-2.jpg","True","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-14 오전 12:48:08","2022-07-13 오후 3:48:08",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64091\64091-3.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64091","64091-3.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64091\64091-3.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64091-3",,,"534541","D:\BID\InServer\64091","D:\BID\InServer\64091","False","D:\BID\InServer\64091\64091-3.jpg",".jpg","64091-3.jpg","True","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-13 오전 8:00:34","2022-07-12 오후 11:00:34",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64098\64098-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64098","64098-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64098\64098-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64098-1",,,"206300","D:\BID\InServer\64098","D:\BID\InServer\64098","False","D:\BID\InServer\64098\64098-1.jpg",".jpg","64098-1.jpg","True","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-23 오후 4:50:39","2022-07-23 오전 7:50:39","2022-07-12 오후 7:07:48","2022-07-12 오전 10:07:48",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64098\64098-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64098","64098-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64098\64098-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64098-2",,,"273827","D:\BID\InServer\64098","D:\BID\InServer\64098","False","D:\BID\InServer\64098\64098-2.jpg",".jpg","64098-2.jpg","True","2022-07-23 오후 4:50:39","2022-07-23 오전 7:50:39","2022-07-23 오후 4:50:39","2022-07-23 오전 7:50:39","2022-07-12 오후 7:37:36","2022-07-12 오전 10:37:36",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64098\64098-3.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64098","64098-3.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64098\64098-3.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64098-3",,,"282158","D:\BID\InServer\64098","D:\BID\InServer\64098","False","D:\BID\InServer\64098\64098-3.jpg",".jpg","64098-3.jpg","True","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-23 오후 4:50:38","2022-07-23 오전 7:50:38","2022-07-12 오후 7:06:24","2022-07-12 오전 10:06:24",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64098\64098-4.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64098","64098-4.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64098\64098-4.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64098-4",,,"246395","D:\BID\InServer\64098","D:\BID\InServer\64098","False","D:\BID\InServer\64098\64098-4.jpg",".jpg","64098-4.jpg","True","2022-07-23 오후 4:50:39","2022-07-23 오전 7:50:39","2022-07-23 오후 4:50:39","2022-07-23 오전 7:50:39","2022-07-12 오후 10:42:38","2022-07-12 오후 1:42:38",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64100\64100-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64100","64100-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64100\64100-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64100-1",,,"149912","D:\BID\InServer\64100","D:\BID\InServer\64100","False","D:\BID\InServer\64100\64100-1.jpg",".jpg","64100-1.jpg","True","2022-07-23 오후 4:50:39","2022-07-23 오전 7:50:39","2022-07-23 오후 4:50:39","2022-07-23 오전 7:50:39","2022-07-07 오전 10:07:08","2022-07-07 오전 1:07:08",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64100\64100-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64100","64100-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64100\64100-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64100-2",,,"118403","D:\BID\InServer\64100","D:\BID\InServer\64100","False","D:\BID\InServer\64100\64100-2.jpg",".jpg","64100-2.jpg","True","2022-07-23 오후 4:50:39","2022-07-23 오전 7:50:39","2022-07-23 오후 4:50:39","2022-07-23 오전 7:50:39","2022-07-14 오전 12:47:12","2022-07-13 오후 3:47:12",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64245\64245-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64245","64245-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64245\64245-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64245-1",,,"93238","D:\BID\InServer\64245","D:\BID\InServer\64245","False","D:\BID\InServer\64245\64245-1.webp",".webp","64245-1.webp","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-09 오전 11:13:34","2022-07-09 오전 2:13:34",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64245\64245-2.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64245","64245-2.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64245\64245-2.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64245-2",,,"96090","D:\BID\InServer\64245","D:\BID\InServer\64245","False","D:\BID\InServer\64245\64245-2.webp",".webp","64245-2.webp","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-21 오후 7:20:46","2022-07-21 오전 10:20:46",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64894\64894-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64894","64894-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64894\64894-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64894-1",,,"134716","D:\BID\InServer\64894","D:\BID\InServer\64894","False","D:\BID\InServer\64894\64894-1.jpg",".jpg","64894-1.jpg","True","2022-07-23 오후 4:50:40","2022-07-23 오전 7:50:40","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-06-13 오후 4:14:40","2022-06-13 오전 7:14:40",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64894\64894-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64894","64894-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64894\64894-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64894-2",,,"162901","D:\BID\InServer\64894","D:\BID\InServer\64894","False","D:\BID\InServer\64894\64894-2.jpg",".jpg","64894-2.jpg","True","2022-07-23 오후 4:50:40","2022-07-23 오전 7:50:40","2022-07-23 오후 4:50:40","2022-07-23 오전 7:50:40","2022-06-16 오후 9:07:48","2022-06-16 오후 12:07:48",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64897\64897-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64897","64897-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64897\64897-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64897-1",,,"245166","D:\BID\InServer\64897","D:\BID\InServer\64897","False","D:\BID\InServer\64897\64897-1.jpg",".jpg","64897-1.jpg","True","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-05 오후 12:02:08","2022-07-05 오전 3:02:08",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64897\64897-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64897","64897-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64897\64897-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64897-2",,,"208038","D:\BID\InServer\64897","D:\BID\InServer\64897","False","D:\BID\InServer\64897\64897-2.jpg",".jpg","64897-2.jpg","True","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-10 오전 10:22:28","2022-07-10 오전 1:22:28",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64900\64900-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64900","64900-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64900\64900-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64900-1",,,"282103","D:\BID\InServer\64900","D:\BID\InServer\64900","False","D:\BID\InServer\64900\64900-1.jpg",".jpg","64900-1.jpg","True","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-13 오후 5:44:24","2022-07-13 오전 8:44:24",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64900\64900-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64900","64900-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64900\64900-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64900-2",,,"334989","D:\BID\InServer\64900","D:\BID\InServer\64900","False","D:\BID\InServer\64900\64900-2.jpg",".jpg","64900-2.jpg","True","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-11 오후 9:20:50","2022-07-11 오후 12:20:50",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64902\64902-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64902","64902-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64902\64902-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64902-1",,,"228863","D:\BID\InServer\64902","D:\BID\InServer\64902","False","D:\BID\InServer\64902\64902-1.jpg",".jpg","64902-1.jpg","True","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-14 오전 12:46:48","2022-07-13 오후 3:46:48",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64938\64938-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\64938","64938-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\64938\64938-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","64938-1",,,"207206","D:\BID\InServer\64938","D:\BID\InServer\64938","False","D:\BID\InServer\64938\64938-1.jpg",".jpg","64938-1.jpg","True","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-23 오후 4:50:41","2022-07-23 오전 7:50:41","2022-07-19 오후 8:10:28","2022-07-19 오전 11:10:28",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65148\65148-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65148","65148-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\65148\65148-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","65148-1",,,"27454","D:\BID\InServer\65148","D:\BID\InServer\65148","False","D:\BID\InServer\65148\65148-1.webp",".webp","65148-1.webp","True","2022-07-23 오후 4:50:42","2022-07-23 오전 7:50:42","2022-07-23 오후 4:50:42","2022-07-23 오전 7:50:42","2022-07-19 오후 8:59:30","2022-07-19 오전 11:59:30",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65219\65219-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65219","65219-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\65219\65219-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","65219-1",,,"150250","D:\BID\InServer\65219","D:\BID\InServer\65219","False","D:\BID\InServer\65219\65219-1.webp",".webp","65219-1.webp","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-14 오전 11:00:22","2022-07-14 오전 2:00:22",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65219\65219-2.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65219","65219-2.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\65219\65219-2.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","65219-2",,,"78176","D:\BID\InServer\65219","D:\BID\InServer\65219","False","D:\BID\InServer\65219\65219-2.webp",".webp","65219-2.webp","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-14 오전 11:08:34","2022-07-14 오전 2:08:34",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65219\65219-3.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65219","65219-3.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\65219\65219-3.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","65219-3",,,"79688","D:\BID\InServer\65219","D:\BID\InServer\65219","False","D:\BID\InServer\65219\65219-3.webp",".webp","65219-3.webp","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-14 오전 10:56:38","2022-07-14 오전 1:56:38",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65219\65219-4.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65219","65219-4.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\65219\65219-4.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","65219-4",,,"76222","D:\BID\InServer\65219","D:\BID\InServer\65219","False","D:\BID\InServer\65219\65219-4.webp",".webp","65219-4.webp","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-14 오전 11:28:46","2022-07-14 오전 2:28:46",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65320\65320-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65320","65320-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\65320\65320-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","65320-1",,,"60374","D:\BID\InServer\65320","D:\BID\InServer\65320","False","D:\BID\InServer\65320\65320-1.webp",".webp","65320-1.webp","True","2022-07-23 오후 4:50:45","2022-07-23 오전 7:50:45","2022-07-23 오후 4:50:45","2022-07-23 오전 7:50:45","2022-07-19 오후 6:39:40","2022-07-19 오전 9:39:40",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65776\65776-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65776","65776-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\65776\65776-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","65776-1",,,"23560","D:\BID\InServer\65776","D:\BID\InServer\65776","False","D:\BID\InServer\65776\65776-1.webp",".webp","65776-1.webp","True","2022-07-23 오후 4:50:45","2022-07-23 오전 7:50:45","2022-07-23 오후 4:50:45","2022-07-23 오전 7:50:45","2022-07-20 오후 10:39:06","2022-07-20 오후 1:39:06",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65850\65850-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65850","65850-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\65850\65850-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","65850-1",,,"169796","D:\BID\InServer\65850","D:\BID\InServer\65850","False","D:\BID\InServer\65850\65850-1.webp",".webp","65850-1.webp","True","2022-07-23 오후 4:50:45","2022-07-23 오전 7:50:45","2022-07-23 오후 4:50:45","2022-07-23 오전 7:50:45","2022-07-20 오후 7:14:22","2022-07-20 오전 10:14:22",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65850\65850-2.png","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65850","65850-2.png","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\65850\65850-2.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","65850-2",,,"131873","D:\BID\InServer\65850","D:\BID\InServer\65850","False","D:\BID\InServer\65850\65850-2.png",".png","65850-2.png","True","2022-07-23 오후 4:50:45","2022-07-23 오전 7:50:45","2022-07-23 오후 4:50:45","2022-07-23 오전 7:50:45","2022-07-12 오후 9:09:20","2022-07-12 오후 12:09:20",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65892\65892-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\65892","65892-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\65892\65892-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","65892-1",,,"215584","D:\BID\InServer\65892","D:\BID\InServer\65892","False","D:\BID\InServer\65892\65892-1.jpg",".jpg","65892-1.jpg","True","2022-07-23 오후 4:50:45","2022-07-23 오전 7:50:45","2022-07-23 오후 4:50:45","2022-07-23 오전 7:50:45","2022-06-26 오후 11:32:04","2022-06-26 오후 2:32:04",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\66015\66015-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\66015","66015-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\66015\66015-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","66015-1",,,"136150","D:\BID\InServer\66015","D:\BID\InServer\66015","False","D:\BID\InServer\66015\66015-1.jpg",".jpg","66015-1.jpg","True","2022-07-23 오후 4:50:46","2022-07-23 오전 7:50:46","2022-07-23 오후 4:50:46","2022-07-23 오전 7:50:46","2022-07-05 오후 7:32:16","2022-07-05 오전 10:32:16",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\66448\66448-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\66448","66448-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\66448\66448-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","66448-1",,,"319731","D:\BID\InServer\66448","D:\BID\InServer\66448","False","D:\BID\InServer\66448\66448-1.jpg",".jpg","66448-1.jpg","True","2022-07-23 오후 4:50:46","2022-07-23 오전 7:50:46","2022-07-23 오후 4:50:46","2022-07-23 오전 7:50:46","2022-06-22 오후 6:53:16","2022-06-22 오전 9:53:16",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\66448\66448-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\66448","66448-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\66448\66448-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","66448-2",,,"352021","D:\BID\InServer\66448","D:\BID\InServer\66448","False","D:\BID\InServer\66448\66448-2.jpg",".jpg","66448-2.jpg","True","2022-07-23 오후 4:50:46","2022-07-23 오전 7:50:46","2022-07-23 오후 4:50:46","2022-07-23 오전 7:50:46","2022-07-20 오후 4:34:10","2022-07-20 오전 7:34:10",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\66505\66505-1.png","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\66505","66505-1.png","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\66505\66505-1.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","66505-1",,,"290843","D:\BID\InServer\66505","D:\BID\InServer\66505","False","D:\BID\InServer\66505\66505-1.png",".png","66505-1.png","True","2022-07-23 오후 4:50:46","2022-07-23 오전 7:50:46","2022-07-23 오후 4:50:46","2022-07-23 오전 7:50:46","2022-07-20 오후 6:40:02","2022-07-20 오전 9:40:02",,"Archive"
